image_name,Spacing (CoV),Baseline Variation,Fluency (px/stroke),Stroke Breaks,Smoothness (roughness),cluster
53.jpg,1.028095354,71.07284844,39.11392405,25.56634303,103.2357788,1
54.jpg,1.061421632,66.35055122,39.80263158,25.12396693,99.0802002,0
55.jpg,0.988766534,67.45004881,38.27142857,26.12915266,87.3916626,1
56.jpg,0.865064095,64.66794055,35.22535211,28.38864453,82.81585693,1
57.jpg,1.113558975,68.61714184,39.89041096,25.06868131,96.02966309,1
58.jpg,0.833955388,51.95311846,32.62711864,30.64935063,64.49707031,0
59.jpg,1.088023514,57.30285782,36,27.77777777,71.53198242,1
6.jpg,1.099802354,64.94593195,77.31428571,12.93422025,203.3587646,2
60.jpg,0.796558499,50.90426158,38.92727273,25.68893039,72.96386719,0
61.jpg,0.801468335,50.74684856,31.30508475,31.94369246,63.62548828,0
62.jpg,1.057513381,58.8439982,38,26.31578946,74.45800781,1
63.jpg,0.852878223,59.34841433,35.02898551,28.5477865,76.8548584,1
64.jpg,0.804638592,60.94206327,39.52542373,25.30017152,75.34515381,1
65.jpg,0.83987135,41.33326981,27.98305085,35.7359176,59.01855469,0
66.jpg,0.742343842,56.2602153,49.38297872,20.24989228,71.87438965,1
67.jpg,1.099660562,58.84163523,37.96825397,26.33779263,77.10388184,1
